id,nome,preco,quantidade
23823,ESCORT 84/86 TRICO LE,66.00,0
23824,ESCORT 87/92 FUME LD,73.00,0
23825,ESCORT 87/92 FUME LE,73.00,0
23826,ESCORT PERUA SW 97/01 TRICOLOR LD,143.00,0
23827,ESCORT PERUA SW 97/01 TRICOLOR LE,143.00,0
23828,ESCORT/VERONA 93/96 FUME LD,89.00,0
23829,ESCORT/VERONA 93/96 FUME LE,89.00,0
23830,ESCORT/VERONA 93/96 TRICOLOR LD,111.00,0
23831,ESCORT/VERONA 93/96 TRICOLOR LE,111.00,0
23832,CARAVAN 80/92 FUME LD,213.00,0
23833,CARAVAN 80/92 FUME LE,213.00,0
23834,TORO 16/22,88.00,0
23835,M39096 ASTRA 03... CENTRAL,44.00,0
23836,M39028 ASTRA 03.. C/F LD,24.00,0
23837,M39029 ASTRA 03... C/F LE,24.00,0
23838,M39026 ASTRA 03... S/F LD,24.00,0
23839,M39027 ASTRA 03... S/F LE,24.00,0
23840,M35024 CLASSIC 10... LD,18.00,0
23841,M35025 CLASSIC 10... LE,18.00,0
23844,M15098 PALIO WEEKEND/ADV 05/18 DIANT LD,85.00,0
23845,M15099 PALIO WEEKEND/ADV 05/18 DIANT LE,85.00,0
23846,M27050 ECO SPORT 02/12 DIANT LD,77.00,0
23847,M27051 ECO SPORT 02/12 DIANT LE,77.00,0
23848,M16020 STRADA TREKKING 12/14 DIANT LD,126.00,0
23849,M16021 STRADA TREKKING 12/14 DIANT LE,126.00,0
23850,M15086 STRADA/ADVENTURE 01/04 DIANT LD,50.00,0
23851,M15087 STRADA/ADVENTURE 01/04 DIANT LE,50.00,0
23852,M13046 UNO WAY 04/13 DIANT CINZA LD,52.00,0
23853,M13047 UNO WAY 04/13 DIANT CINZA LE,52.00,0
23854,M13042 UNO WAY 04/13 DIANT PRETO LD,47.00,0
23855,M13043 UNO WAY 04/13 DIANT PRETO LE,47.00,0
23856,M15072 STRADA/WEEK/ADVENTURE 98/00 TRAS LD,63.00,0
23857,M15073 STRADA/WEEK/ADVENTURE 98/00 TRAS LE,63.00,0
23858,M35068 CORSA 94/08 TRAS LD,35.00,0
23859,M35069 CORSA 94/08 TRAS LE,35.00,0
23860,M35088 CORSA CLASSIC 10... TRAS LD,35.00,0
23861,M35089 CORSA CLASSIC 10... TRAS LE,35.00,0
23862,M35084 CORSA HATCH 02/11 TRAS LD,54.00,0
23863,M35085 CORSA HATCH 02/11 TRAS LE,54.00,0
23864,M35080 CORSA SEDAN 02/11 TRAS LD,54.00,0
23865,M35081 CORSA SEDAN 02/11 TRAS LE,54.00,0
23866,"M35064 CORSA SEDAN 96/09 TRAS LD 
M35064 CORSA SEDAN 96/09 TRAS LD",,
"M35064 CORSA SEDAN 96/09 TRAS LD - MOLDURA PARALAMA - 23866""",M35065 CORSA SEDAN 96/09 TRAS LE,0,
23867,M27052 ECO SPORT 02/12 TRAS LD,35.00,0
23868,M27053 ECO SPORT 02/12 TRAS LE,77.00,0
23869,M16022 STRADA TREKKING 12/14 TRAS LD,77.00,0
23870,M16023 STRADA TREKKING 12/14 TRAS LE,126.00,0
23871,M13048 UNO WAY 04/13 TRAS CINZA LD,126.00,0
23872,M13049 UNO WAY 04/13 TRAS CINZA LE,52.00,0
23873,M13044 UNO WAY 04/13 TRAS PRETO LD,52.00,0
23874,M13045 UNO WAY 04/13 TRAS PRETO LE,47.00,0
23875,M16020 STRADA TREKKING 12/14 DIANT LD,47.00,0
23876,M16021 STRADA TREKKING 12/14 DIANT LE,126.00,0
23877,M13065 FORINO 91 ... M/PORTA TRAS LE,126.00,0
23878,M13064 FIORINO 91... M/PORTA TRAS LD,72.00,0
23879,M48310 KOMBI 97/05 TELA GRANDE,72.00,0
23881,M13701 UNO 84/90 AMBAR LE,21.00,0
23882,M13700 UNO 84/90 AMBAR LD,12.00,0
23883,M13702 UNO 84/90 CRISTAL LD,12.00,0
23884,M13703 UNO 84/90 CRISTAL LE,12.00,0
23885,C3 1.4 C/AR TRASM MECANICO,12.00,0
23887,ONIX 16/19 BICOLOR LD,715.00,0
23888,ONIX 16/19 BICOLOR LE,230.00,0
23889,M46705 GOL 87/95 LE,230.00,0
23890,M46039 GOL G5/G6 VOYAGE G5/ UP/GOLF 08/13,52.00,0
23891,M35017 CORSA CLASSIC 13,30.00,0
23892,M35032 CLASSIC/MERIVA,42.00,0
23893,M45013 GOL 95...,34.00,0
23894,M39039 CELTA 00/03,25.00,0
23895,M21053 FIESTA/KA 2008,25.00,0
23896,M15030 PALIO ...04,23.00,0
23897,M21058 FIESTA 08/10 / KA 14...,32.00,0
23898,M35037 CORSA CLASSIC/CELTA ..06 DOURADO,23.00,0
23899,M35022 CORSA 00/02 DOURADO,35.00,0
23900,M48006 FOX/CROSS 10/14,20.00,0
23901,M99807 NEW FIESTA,40.00,0
23902,M45042 GOL 95/99 C/BORRACHA (CHURRASQUEIRA),38.00,0
23903,40468 CORSA CLASSIC TRASEIRA LD/LE,35.00,0
23904,GOL G2 2P C/CHAVE,28.00,0
23905,GOL G2 4P S/CHAVE,0.00,0
23906,20168 GOL G2 4P C/CHAVE,38.00,0
23907,N341125 GOL G2 4P S/CHAVE,52.00,0
23908,20876 GOL G3 2P S/CHAVE LD,35.00,0
23909,20879 GOL G3 4P S/C LD/LE,38.00,0
23910,20878 GOL G3 G4 4P C/CHAVE LD/LE,38.00,0
23911,N341127 GOL G3 2P DIANT C/CHAVE LD/LE,58.00,0
23912,20451 KOMBI CLIPPER C/CHAVE DIANT,69.00,0
23913,N341080 KOMBI CLIPPER / PORTA MEIO C/CHAVE,77.00,0
23914,N340816 PALIO C/CHAVE YALE LD/LE,62.00,0
23915,70225 PALIO/SIENA/STRADA 04... DIANT LE,102.00,0
23916,PS2617C FOCUS 08...,33.00,0
23917,N340236 UNO/FIORINO 04 C/CHVE LD,45.00,0
23918,70295 UNO MILLE/FIORINO 04/13 LE,88.00,0
23919,M26024 KA 14... C/F LD,80.00,0
23922,M26025 KA 14... C/F LE,22.00,0
23923,M26023 KA 14... S/F LE,22.00,0
23924,M26022 KA 14... S/F LD,22.00,0
23925,N164018 GOL/GOLF 99/06,22.00,0
23930,N163041 GOL/PAR/SAV G3,20.00,0
23931,N159450 FIESTA/KA/ECOSPORT 08/13,15.00,0
23932,N160521 PALIO/IDEA/SEINA/STRADA 05...,36.00,0
23933,N162045 CORSA 2000,17.00,0
23934,N164051 CORSA/CELTA 11...,20.00,0
23935,N165014 GOL G5,35.00,0
23936,N169909 ONIX/PRISMA/SPIN 13...,23.00,0
23937,N164032 UNO 11...,30.00,0
23938,N160440 UNIVERSAL PRETA,27.00,0
23939,N160443 UNIVERSAL CROMADA,17.00,0
23940,N260251 VW PRETA (CENTRO RODA),21.00,0
23941,N260273 GM PRATA (CENTRO RODA),96.00,0
23942,N146338 UNO VIVACY/FIORINO CENTRAL,90.00,0
23943,N146334 UNO VIVACY/FIORINO LATERAL,30.00,0
23944,PS2118D AGILE/MONTANA 11,30.00,0
23945,M99818 VECTRA GT/GTX,48.00,0
23946,N146330 ONIX/SPIN/COBALT CENTRAL PAINEL,38.00,0
23949,N010592 PALIO/SIENA/STRADA CENTRAL COMPLETO,129.00,0
23950,N011102 PALIO/WEEK/SIENA 14... CENTRAL,759.00,0
23951,N011122 PALIO/SIENA/WEEK/ 13/20 CENTRAL,68.00,0
23952,N011017 PALIO TDS 01/11 C/AR CENTRAL,148.00,0
23953,N011016 PALIO TDS 01/11 S/AR CENTRAL,20.00,0
23954,N011028 GOL 95/99 C/DIFUSOR CENTRAL,20.00,0
23955,N011027 GOL95/99 S/DIFUSOR CENTRAL,55.00,0
23956,N340577 G4 VIDRO ELETRICO PAINEL,27.00,0
23957,N010790 FIORINO/UNO 94/13,185.00,0
23958,N1310414 FIT 09/14 CROMADO,370.00,0
23959,N137038 SPORT MONTANA CORSA,32.00,0
23960,M45037 GOL 87/94 TAMPA PORTA LUVA,15.00,0
23961,F21040 GOL/SAV/PAR G4 00/09,30.00,0
23964,F24032 CORSA/MONTANA/MONZA/CELTA,32.00,0
23965,M15256 500/PUNTO/LINEA/NOVO PALIO,18.00,0
23966,F21030 GOL/PAR/SAV/KOMBI,35.00,0
23967,F25754 C3/C5/C6 P206,18.00,0
23968,20453 FUSCA 78/96 C/C PRETA,30.00,0
23970,N341078 KOMBI 74 S/C PORTA MEIO,84.00,0
23971,21349 FOX 03/ GOLF / GOL G5 G6 LD LE C/FURO,58.00,0
23973,M12720 FIORINO ..03 LD,38.00,0
23974,M12721 FIORINO ..03 LE,35.00,0
23975,M26758 KA 08 LD,35.00,0
23976,M26759 KA 08 LE,55.00,0
23977,H16,55.00,0
23978,H11,29.00,0
23979,ABRAÇADEIRAS,18.00,0
23980,M46734 GOL G6 LD REFLETOR,4.00,0
23984,M46735 GOL G6 LE REFLETOR,26.00,0
23985,M47755 VOYAGE G6/G7 2013... LE REFLETOR,26.00,0
23986,M47754 VOYAGE G6/G7 2013... LD REFLETOR,38.00,0
23987,M48731 FOX 15 .. LE REFLETOR,38.00,0
23988,M48730 FOX 15.. LD REFLETOR,37.00,0
23989,M48759 FOX 10/14 LE REFLETOR,37.00,0
23990,M48758 FOX 10/14 LD REFLETOR,37.00,0
23991,M35793 CORSA 03 ... LE,37.00,0
23992,M35792 CORSA 03...LD,23.00,0
23993,N158113 CAPA P/ PINÇA PRETA,23.00,0
23994,N158074 CAPA P/ PINÇA VERMELHA,92.00,0
23995,M99827 AMAROK 13...,88.00,0
23997,PS2624B CIVIC 07/11,38.00,0
23998,M99811 COROLLA 08/RAV,45.00,0
23999,M99810 ETIOS TDS,38.00,0
24000,M99806 HB20/VITARA/OUTLANDER,38.00,0
24001,PS2415D IDEA 11...,38.00,0
24002,40130 MONZA/CHEVETT LD,45.00,0
24003,40131 MONZA/CHEVETT LE,25.00,0
24004,M39806 ASTRA 99...LD,25.00,0
24005,M39807 ASTRA 99... LE,15.00,0
24006,M36829 COBALT 12... LE,15.00,0
24007,M36828 COBALT 12... LD,30.00,0
24008,M36826 ONIX/PRISMA 13...LD,30.00,0
24009,M36827 ONIX/PRISMA 13... LE,30.00,0
24010,M38814 VECTRA 06...LD,30.00,0
24011,M38815 VECTRA 06.. LE,15.00,0
24012,M39820 ZAFIRA LD,18.00,0
24013,M39821 ZAFIRA LE,15.00,0
24014,M15882 PALIO ATRACTIVE LD,18.00,0
24015,M15883 PALIO ATRACTIVE LE,30.00,0
24016,M13818 FIORINO 14/15 LD,30.00,0
24019,M13819 FIORINO 14/15 LE,18.00,0
24020,M13716 UNO TDS LANTERNA TETO,18.00,0
24021,M45736 GOL/SAN/PAR/VOY LANTERNA TETO,7.00,0
24022,M36701 CELTA TDS LANTERNA TETO,15.00,0
24023,M39705 ASTRA/VECTRA/CORSA LANTERNA TETO,23.00,0
24024,M13768 UNO 10/14 LD REFLETOR,26.00,0
24025,M13769 UNO 10/14 LE REFLETOR,15.00,0
24026,N236962 CORSA/MONTANA M. PARALAMA,15.00,0
24028,N236226 MONTANA SOLEIRA,2.00,0
24029,M48741 GOL/FOX 03/14 / UP 15... LANTERNA TETO,5.50,0
24030,GOL/PARATI/KOMBI LANTERNA TETO,65.00,0
24031,M15717 PALIO 96/00/SIENA 98/00/STRADA 99/01 LANTERNA TETO,59.00,0
24032,M15718 PALIO/SIENA/WEEKEND 01/STRADA 02 LANTERNA TETO,35.00,0
24033,M24720 KA 15.../ECOSPORT 13/17 LANTERNA TETO,35.00,0
24034,M99122 RADNAQ BLACK,69.00,0
24035,M99123 RADNAQ FANTASY,15.00,0
24036,CHEVETTE 83/93 AMBAR LD,15.00,0
24038,CHEVETTE 83/93 AMBAR LE,22.00,0
24039,CHEVETTE 83/93 CRISTAL LD,22.00,0
24040,CHEVETTE 83/93 CRISTAL LE,22.00,0
24041,M35033 CORSA CLASSIC/VECTRA 09,22.00,0
24042,M15022 PALIO 01.../PUNTO,40.00,0
24043,M39012 CELTA/PRISMA 06...,38.00,0
24044,M15019 UNO 02/04 / PUNTO,32.00,0
24045,KADETT 89.. TRICO LD,32.00,0
24046,KADETT 89... TRICO LE,45.00,0
24047,KADETT CRISTAL LD,45.00,0
24048,KADETT CRISTAL LE,22.00,0
24049,KADETT AMBAR LD,22.00,0
24050,KADETT AMBAR LE,22.00,0
24051,M48700 KOMBI CLIPPER AMBAR,22.00,0
24052,M48701 KOMBI CLIPPER CRISTAL,12.00,0
24053,M48702 KOMBI CLIPPER FUME,8.00,0
24054,M45069 GOL/SAVEIRO/VOYAGE G5/G6/G7 (CHURRASQUEIRA),8.00,0
24055,M45048 GOL GIII 99/07/GIV 08/12 (CHURRASQUEIRA),62.00,0
24056,M35070 CORSA 94/09 - DIREITA (CHURRASQUEIRA),72.00,0
24057,M35071 CORSA 94/09 - ESQUERDA (CHURRASQUEIRA),54.00,0
24058,M99731 ADAP 1 POLO,53.00,0
24059,M99732 ADAP 2 POLO,7.50,0
24060,M99775 ADAP GLOBO OTICO,7.00,0
24061,M99770 GOL G5 H7 MOD ARTEB,7.50,0
24062,M99726 ADAP H4,20.00,0
24063,M99728 UNIVERSAL H1,7.00,0
24064,M99727 ADAP H7,14.00,0
24065,M99773 CORSA/MONTANA/MERIVA PISCA,7.50,0
24066,M99741 GOL G5 PISCA,18.00,0
24067,M99701 UNO/PALIO/GOL GLOBO OTICO,17.00,0
24068,M99729 UNI GARRA 1 POLO,10.00,0
24069,M99730 UNI GARRA 2 POLO,6.00,0
24070,M99772 PALIO FIRE 04... PISCA,6.00,0
24071,N234096 FIXAÇAO PALIO/SEINA/WEEK,22.00,0
24073,VECTRA 97/99 LD,1.50,0
24074,VECTRA 97/99 LE,47.00,0
24075,VECTRA 94/96 LD,47.00,0
24076,VECTRA 94/96 LE,51.00,0
24077,M39744 COBALT/SPIN/PRISMA/ONIX/SONIC LANTERNA TETO,51.00,0
24080,M38766 VECTRA 11/ONIX/COBALT LD LANT PARALAMA,33.00,0
24081,M38767 VECTRA 11/ONIX/COBALT LE LANT PARALAMA,27.00,0
24082,M39702 ASTRA/ZAFIRA/CLASSIC AMBAR LANT PARALAMA,27.00,0
24083,M39703 ASTRA/ZAFIRA/CLASSIC CRISTAL LANT PARALAMA,20.00,0
24084,M48746 GOLF/POLO/BORA AMBAR LANT PARALAMA,20.00,0
24085,M48747 GOLF/POLO/BORA CRISTAL LANT PARALAMA,27.00,0
24086,M99447 PALIO 01/ LD,34.00,0
24087,N99448 PALIO 01 / DUPLO LE,52.00,0
24088,M99408 PALIO 96 LD,66.00,0
24089,M99409 PALIO 96 DUPLO LE,54.00,0
24091,M99412 PALIO FIRE 03 D.D,75.00,0
24092,M99406 PALIO FIRE 03 D.D CONCHA,54.00,0
24093,M99407 PALIO FIRE 03 D.E CONCHA,63.00,0
24094,M99413 PALIO FIRE 03 D.E,95.00,0
24095,M99410 PALIO 04../DOBLO D.D,79.00,0
24096,M99411 PALIO 04../DOBLO D.E,35.00,0
24097,M99400 UNO 04/ D.D,53.00,0
24098,M99401 UNO 04/ D.E,40.00,0
24099,M99402 UNO 05/10 D.D,61.00,0
24100,M99403 UNO 05/10 D.E,40.00,0
24101,M99404 UNO 10... LD,58.00,0
24102,M99405 UNO 10... LE,30.00,0
24103,M99439 FOX 09/ TRAVA ELETRICA,30.00,0
24104,M99440 FOX/POLO T.D,31.00,0
24105,M99441 FOX/POLO T.E,24.00,0
24106,M99499 GOL G6/FOX DUPLO LE,24.00,0
24107,M99498 GOL G6/FOX SIMPLES LD,49.00,0
24108,M99435 GOL G4 G5/FOX D.E,31.00,0
24109,M99427 CELTA/CORSA/ASTRA T.D T.E,38.00,0
24110,M99426 CORSA/CELTA/ASTRA 4PORTAS,23.00,0
24111,M99424 CORSA/CELTA/ASTRA DUPLO D.E,55.00,0
24112,N181010 GOL 87/94 TAMPA/PORTA-LUVAS,38.00,0
24113,N118001 FOX 03/10 4P,31.00,0
24118,N118118 FOX 4P 10...F/CROMADO,45.00,0
24119,N112248 FOX 10...,94.00,0
24120,N118007 GOL CL 87/92 PRETO,41.00,0
24121,N118008 GOL/PARATI CL-MI 95 4P,47.00,0
24122,N118006 GOL CLI 95 2P,51.00,0
24123,N118003 GOL G3 2P,56.00,0
24124,N118004 GOL G3 4P,59.00,0
24125,N118005 GOL G4 4P,65.00,0
24126,N118014 GOL G4 2P,63.00,0
24127,N118019 GOL G5 4P,62.00,0
24128,N111522 SAVEIRO CROSS 14 CABINE ESTENDIDA 4PÇS,40.00,0
24129,N111520 SAVEIRO CROSS LARGO 4PÇS,192.00,0
24130,N118015 SAVEIRO G4,164.00,0
24131,N118016 SAVEIRO G3,61.00,0
24132,N119000 SAVEIRO 09 4PÇS,71.00,0
24133,N118026 UP 14...,50.00,0
24134,N118082 ASTRA 2P,52.00,0
24135,N118083 ASTRA 4P,54.00,0
24136,N118069 CELTA 06/ 2P,58.00,0
24137,N118070 CELTA 06/ 4P,38.00,0
24138,N118072 CELTA 06... 2P,52.00,0
24139,N118071 CELTA 06.. 4P,41.00,0
24140,N118060 CORSA FINO 2P,41.00,0
24141,N118061 CORSA FINO 4P,35.00,0
24142,N118064 CORSA G2 4P,35.00,0
24143,N111478 CORSA CLASSIC 11..,48.00,0
24144,N118076 MONTANA ...10,41.00,0
24145,N119207 MONTANA 11...,40.00,0
24146,N119003 CROSSFOX,49.00,0
24147,N119005 FOX 4P,65.00,0
24148,N119006 GOL 08 2P,55.00,0
24149,N119007 GOL 08 4P,55.00,0
24150,N119009 PARATI 08,65.00,0
24151,N119010 PARATI 08 4P,58.00,0
24152,N119008 SAVEIRO 08,58.00,0
24153,N119002 SAVEIRO 09,63.00,0
24154,N111511 SAVEIRO CABINE DUPLA,81.00,0
24155,N118027 UP 14...,220.00,0
24156,N119011 VOYAGE 09 4P,42.00,0
24157,N119012 CELTA 2P,61.00,0
24158,N119013 CELTA 4P,55.00,0
24159,N119014 CORSA 2P,56.00,0
24160,N119015 CORSA 4P,56.00,0
24161,N119016 MONTANA,56.00,0
24162,N111492 ONIX 12... 4P,59.00,0
24163,N119017 PRISMA 06 4P,59.00,0
24164,N119021 ECOSPORT TDS,58.00,0
24165,N119024 FIESTA AMAZON 4P,80.00,0
24166,N119058 FIESTA HTC/SEDAN 12...,68.00,0
24167,N119028 KA TDS,55.00,0
24168,N112339 KA 15...,52.00,0
24169,N119901 ARGO 17 4P,63.00,0
24170,N119043 FIORINO LONGA,55.00,0
24171,N119044 FIORINO CURTA,63.00,0
24172,N119045 IDEA TDS-FRISOS,63.00,0
24173,N112281 MOBI 16...,68.00,0
24174,N119034 PALIO 96/04 2P,65.00,0
24175,N119037 PALIO 05.. 4P,45.00,0
24176,N111383 NOVO PALIO 12...,55.00,0
24177,N119039 STRADA 00,50.00,0
24178,N111477 STRADA 13..,58.00,0
24179,N111512 STRADA CABINE DUPLA 20,42.00,0
24180,N119032 UNO MILLE 2P,52.00,0
24181,N119033 UNO MILLE 4P,56.00,0
24182,N119041 UNO WAY 09...,55.00,0
24183,N119042 UNO WAY 09...4P,57.00,0
24184,N119054 FIT TDS,58.00,0
24185,N119055 CITY TDS,72.00,0
24186,N119063 HB20,72.00,0
24187,N111514 HB20/2020,59.00,0
24188,N111519 HB20 SEDAN /2020,67.00,0
24189,N119053 I30 TDS,195.00,0
24190,N112343 SANDERO 15...,91.00,0
24191,N119046 COROLLA TDS,205.00,0
24192,ENTREGA,83.00,0
24194,M45749 SAVEIRO G3 C/SOQUETE,3.00,0
24195,M99717 ANTENA/CELULAR,24.00,0
24198,M99216 TUBARAO CROMADO-ANTENA,14.00,0
24199,M99215 TUBARAO PRETO-ANTENA,26.00,0
24200,M99209 PEQUENA CROMADO-ANTENA,20.00,0
24201,TRASEIRA PEQUENA PRETO-ANTENA,17.00,0
24202,M99361 INTERNA MC-ANTENA,0.00,0
24203,M99305 BRAKE LIGHT UNIVERSAL 20 LEDS - CRISTAL,38.00,0
24204,M99304 BRAKE LIGHT UNIVERSAL 20 LEDS - VERMELHO,28.00,0
24205,M99307 BRAKE LIGHT UNIVERSAL 20 LEDS MOD. BLAWER - CRISTAL,25.00,0
24206,M99306 BRAKE LIGHT UNIVERSAL 20 LEDS MOD. BLAWER - VERMELHO,28.00,0
24207,N159306 GOL/PAR/SAV B/CURTA COIFA,28.00,0
24208,N158064 FOX S/BASE COIFA CAMBIO,23.00,0
24209,N159303 GOL G3 ARO CROMADO-COIFA CAMBIO,15.00,0
24210,N159302 GOL G3 ARO PRETO-COIFA CAMBIO,30.00,0
24211,N159305 GOL G4 05/14-COIFA CAMBIO,28.00,0
24212,N154032 GOL/PARATI 95/05-COIFA CAMBIO,33.00,0
24213,N154042 GOL CL/GL 95/05 SANFONADA-COIFA CAMBIO,17.00,0
24214,N154040 GOL/VOY 88/94 BASE LONGA-COIFA CAMBIO,21.00,0
24215,N158063 GOL G5 S/BASE-COIFA CAMBIO,21.00,0
24216,N159309 GOL G5/FOX ARO CROMADO-COIFA CAMBIO,15.00,0
24217,N159310 GOL G5/FOX ARO PRATA-COIFA CAMBIO,48.00,0
24218,N159308 GOL G5/FOX ARO PRETO-COIFA CAMBIO,45.00,0
24219,N154049 ASTRA 99/11 C/BASE-COIFA CAMBIO,42.00,0
24220,N154047 CELTA C/BASE-COIFA CAMBIO,34.00,0
24221,N159294 CELTA / CORSA CLASSIC C/BASE-COIFA CAMBIO,34.00,0
24222,N154046 CORSA 94/12 C/BASE-COIFA CAMBIO,33.00,0
24223,N150492 MERIVA C/BASE-COIFA CAMBIO,34.00,0
24224,N159519 ONIX C/BASE-COIFA CAMBIO,22.00,0
24225,N150119 SPIN 13/18 BASE CINZA CLARO-COIFA CAMBIO,56.00,0
24226,N150120 SPIN 13/18 BASE CINZA ESCURO-COIFA CAMBIO,66.00,0
24227,N151253 VECTRA C/BASE-COIFA CAMBIO,66.00,0
24228,N150146 KA 15/20 ECOSPORT 13/20-COIFA CAMBIO,34.00,0
24229,N159321 ECOSPORT/FIESTA BASE CROMADO-COIFA CAMBIO,58.00,0
24230,N159322 ECOSPORT/FIESTA BASE PRATA-COIFA CAMBIO,47.00,0
24231,N159320 ECOSPORT/FIESTA BASE PRETO-COIFA CAMBIO,42.00,0
24232,N159507 KA 08/13 C/BASE-COIFA CAMBIO,34.00,0
24233,N150140 ARGO 17/20-COIFA CAMBIO,49.00,0
24234,N159501 GRAN SIENA/PALIO BASE CROMADO-COIFA CAMBIO,61.00,0
24235,N159502 GRAN SIENA/PALIO BASE PRETO-COIFA CAMBIO,55.00,0
24236,N159506 IDEA/SIENA/PALIO 08/16 C/BASE-COIFA CAMBIO,51.00,0
24237,N150117 MOBI 16/19 C/BASE-COIFA CAMBIO,56.00,0
24238,N158066 PALIO C/BASE-COIFA CAMBIO,65.00,0
24239,N150491 PALIO/STRADA/WEEK 07/11 C/BASE-COIFA CAMBIO,38.00,0
24240,N154025 UNO 84/13 C/BOLA-COIFA CAMBIO,34.00,0
24241,N159315 UNO 11/20 S/BASE-COIFA CAMBIO,32.00,0
24242,N151312 GOL/PAR/SAV MOTO LD C/FURO-ACABAMENTO BANCO,42.00,0
24243,N151313 GOL/PAR/SAV MOTO LE S/FURO-ACABAMENTO BANCO,12.00,0
24244,N151314 GOL/PAR/SAV PASSA LD S/FURO-ACABAMENTO BANCO,12.00,0
24245,N151315 GOL/PAR/SAV PASSA LE C/FURO-ACABAMENTO BANCO,12.00,0
24246,N152074 CELTA MOTO LE S/FURO-ACABAMENTO BANCO,12.00,0
24247,N152077 CELTA PASSA LD S/FURO-ACABAMENTO BANCO,8.00,0
24248,N151352 FOX/POLO MOTO LD C/FURO-ACABAMENTO BANCO,8.00,0
24249,N151351 FOX/POLO MOTO LE S/FURO-ACABAMENTO BANCO,13.00,0
24250,N151346 FOX/POLO PASSA LD S/FURO-ACABAMENTO BANCO,13.00,0
24251,N151345 FOX/POLO PASSA LE C/FURO-ACABAMENTO BANCO,13.00,0
24252,N151075 GOL/PAR/SAV 94 MOTO LD C/FURO-ACABAMENTO BANCO,13.00,0
24253,N151085 GOL/PAR/SAV 94 MOTO LE S/FURO-ACABAMENTO BANCO,7.00,0
24254,N151090 GOL/PAR/SAV 94 PASSA LD S/FURO-ACABAMENTO BANCO,7.00,0
24255,N151080 GOL/PAR/SAV 94 PASSA LE C/FURO-ACABAMENTO BANCO,7.00,0
24256,N232099 CELTA-BOTAO TRAVA BANCO,7.00,0
24257,N232111 CORSA-BOTAO TRAVA BANCO,5.00,0
24258,N130156 COROLLA 03/07-APLIQUE TAMPA MALA,5.00,0
24261,N130157 COROLLA 08/11-APLIQUE TAMPA MALA,100.00,0
24262,N130158 COROLLA 12...-APLIQUE TAMPA MALA,119.00,0
24263,N342213 TRITON 08/12-APLIQUE TAMPA MALA,205.00,0
24264,N144162 FOX 03/07-APLIQUE GRADE,174.00,0
24265,N144163 FOX 08.../SPACE FOX 08/09-APLIQUE GRADE,73.00,0
24266,144161 GOL G4 06/08-APLIQUE GRADE,92.00,0
24267,N144160 GOL G5-APLIQUE DA GRADE,76.00,0
24268,N144170 CELTA 00/05-APLIQUE GRADE,66.00,0
24269,N144171 CELTA 06/11-APLIQUE GRADE,57.00,0
24270,N144014 ECOSPORT 10...-APLIQUE GRADE,57.00,0
24271,N144180 HB20-APLIQUE GRADE,160.00,0
24272,N144012 COROLLA 08..-APLIQUE GRADE,176.00,0
24273,N144011 COROLLA 12...-APLIQUE GRADE,189.00,0
24274,N042909 GOL G4-APLIQUE MILHA,189.00,0
24275,N042907 GOL G5/PALHETA-APLIQUE MILHA,136.00,0
24276,N042908 GOL G5/ARCO-APLIQUE MILHA,64.00,0
24277,N043099 ONIX 12/16-APLIQUE MILHA,34.00,0
24278,N043098 S10 12-APLIQUE MILHA,84.00,0
24279,N159304 GOL G3 ARO CROMADO-COIFA CAMBIO,84.00,0
24280,N345106 VW,30.00,0
24281,N164022 GOL/SANTANA,6.00,0
24282,N159421 GOL G3-PRATA,25.00,0
24283,N150482 GOL G3 ARO PRETO-COIFA CAMBIO,18.00,0
24284,N152030 CELTA C/BASE-COIFA CAMBIO,25.00,0
24285,N237097 VW VARETA DO CAPO,25.00,0
24286,N236876 FORD VARETA CAPO,2.00,0
24287,N232082 GM VARETA CAPO,7.00,0
24288,N231195 GOL/PAR/SAV VARETA CAPO,2.00,0
24289,N236333 HONDA MOLDURAS EXTERNAS,2.00,0
24290,N236092 FIAT DUCATO FORRAÇAO CARPETE TDS,5.00,0
24291,NEW CIVIC 07/11 RE CRISTAL LD,2.50,0
24295,NEW CIVIC 07/11 RE CRISTAL LE,132.00,0
24296,N559128 FOX/GOL G4- BOTAO DA BUZINA,132.00,0
24297,N559131 GOL G5-BOTAO DA BUZINA,39.00,0
24298,N559129 FIAT ANTIGO-BOTAO DA BUZINA,37.00,0
24299,N559130 FIAT FIRE-BOTAO DA BUZINA,34.00,0
24300,N559127 UNIVERSAL-BOTAO DA BUZINA,35.00,0
24301,N145073 FUSCA AZUL-BOTAO DA BUZINA,15.00,0
24302,N155074 FUSCA BRANCO-BOTAO DA BUZINA,41.00,0
24303,N145075 FUSCA PRETO-BOTAO DA BUZINA,58.00,0
24304,N145076 FUSCA VERMELHO-BOTAO DA BUZINA,66.00,0
24305,N1310428 CIVIC 07/18 CITY/FIT 09/18 T HRV 15/18-EMBLEMA VOLANTE,66.00,0
24306,N1313122 FIAT VERMELHO 50MM-EMBLEMA VOLANTE,22.00,0
24307,N1313123 FIAT VERMELHO 60MM-EMBLEMA VOLANTE,26.00,0
24308,N1313124 FIAT AZUL 50MM-EMBLEMA VOLANTE,28.00,0
24309,N1313125 FIAT AZUL 60MM-EMBLEMA VOLANTE,26.00,0
24310,N139742 VW ADAP 50MM-EMBLEMA VOLANTE,28.00,0
